0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:broadcast	1
1	:ok	:broadcast	1
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:read	nil
3	:ok	:read	[0 1 2]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4]
4	:invoke	:read	nil
4	:ok	:read	[1 2 3 4 0]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4]
0	:invoke	:read	nil
0	:ok	:read	[4 0 1 2 3]
1	:invoke	:read	nil
1	:ok	:read	[1 2 3 4 0]
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
4	:invoke	:read	nil
4	:ok	:read	[5 6 0 1 2 3 4]
0	:invoke	:read	nil
0	:ok	:read	[6 0 1 2 3 4 5]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6]
1	:invoke	:read	nil
1	:ok	:read	[6 0 1 2 3 4 5]
2	:invoke	:read	nil
2	:ok	:read	[4 5 6 0 1 2 3]
3	:invoke	:read	nil
3	:ok	:read	[4 5 6 0 1 2 3]
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
1	:invoke	:read	nil
1	:ok	:read	[1 3 9 0 2 4 5 6 7 8]
2	:invoke	:read	nil
2	:ok	:read	[2 5 6 0 1 7 8 9 3 4]
3	:invoke	:broadcast	10
3	:ok	:broadcast	10
4	:invoke	:read	nil
4	:ok	:read	[4 5 6 9 10 0 2 7 8 1 3]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 9 10 11 1 3 5 6 7 8]
1	:invoke	:broadcast	12
1	:ok	:broadcast	12
2	:invoke	:read	nil
2	:ok	:read	[1 2 5 6 12 0 4 7 8 9 10 11 3]
3	:invoke	:read	nil
3	:ok	:read	[10 11 0 5 3 4 6 7 8 9 1 2 12]
4	:invoke	:read	nil
4	:ok	:read	[1 3 7 8 11 0 2 4 5 6 9 10 12]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
1	:invoke	:broadcast	15
1	:ok	:broadcast	15
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
3	:invoke	:read	nil
3	:ok	:read	[0 5 10 11 13 1 3 6 7 8 15 16 2 4 9 12 14]
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[4 13 15 8 14 17 1 5 7 10 12 0 2 9 16 3 6 11]
0	:invoke	:read	nil
0	:ok	:read	[9 10 12 0 2 11 16 3 6 15 4 13 7 8 14 17 1 5]
1	:invoke	:broadcast	18
1	:ok	:broadcast	18
2	:invoke	:read	nil
2	:ok	:read	[3 4 11 15 16 17 6 12 7 8 9 10 18 0 1 2 5 13 14]
3	:invoke	:broadcast	19
3	:ok	:broadcast	19
4	:invoke	:read	nil
4	:ok	:read	[0 2 4 10 11 14 15 1 3 7 8 13 17 19 5 6 9 12 18 16]
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:broadcast	22
1	:ok	:broadcast	22
2	:invoke	:read	nil
2	:ok	:read	[1 2 5 13 14 0 4 11 15 16 17 20 3 12 21 22 6 8 9 10 18 19 7]
3	:invoke	:read	nil
3	:ok	:read	[10 11 13 22 0 5 6 7 8 18 20 1 3 17 19 15 16 9 12 14 21 2 4]
4	:invoke	:read	nil
4	:ok	:read	[0 2 4 10 11 14 15 1 3 7 8 13 17 19 5 6 9 12 18 20 21 22 16]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
1	:invoke	:broadcast	25
2	:invoke	:broadcast	26
1	:ok	:broadcast	25
2	:ok	:broadcast	26
3	:invoke	:read	nil
3	:ok	:read	[21 23 2 4 9 0 5 10 13 20 24 1 3 7 16 17 14 12 11 22 25 26 8 18 6 15 19]
4	:invoke	:read	nil
4	:ok	:read	[8 24 20 21 9 12 16 4 10 11 15 0 2 7 13 17 19 26 1 3 18 22 23 5 6 25 14]
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
1	:invoke	:broadcast	29
1	:ok	:broadcast	29
2	:invoke	:read	nil
2	:ok	:read	[5 13 14 1 11 15 17 29 4 21 28 12 10 26 8 2 27 0 16 20 24 3 22 6 9 18 19 23 25 7]
3	:invoke	:read	nil
3	:ok	:read	[0 5 10 13 24 1 3 7 20 16 17 12 14 11 22 25 26 6 8 18 27 15 19 23 28 29 2 4 9 21]
4	:invoke	:broadcast	30
4	:ok	:broadcast	30
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
1	:invoke	:broadcast	33
1	:ok	:broadcast	33
2	:invoke	:broadcast	34
2	:ok	:broadcast	34
3	:invoke	:broadcast	35
3	:ok	:broadcast	35
4	:invoke	:broadcast	36
4	:ok	:broadcast	36
0	:invoke	:read	nil
0	:ok	:read	[3 4 13 15 29 31 35 2 9 12 22 24 6 11 16 19 21 27 32 18 26 34 25 1 5 7 8 14 17 23 28 30 33 36 0 10 20]
0	:invoke	:read	nil
0	:ok	:read	[7 8 14 17 23 25 1 5 33 36 28 30 20 0 10 3 15 29 4 13 31 35 12 22 24 2 9 16 19 21 27 32 6 11 34 18 26]
1	:invoke	:broadcast	37
1	:ok	:broadcast	37
2	:invoke	:broadcast	38
2	:ok	:broadcast	38
3	:invoke	:read	nil
3	:ok	:read	[10 13 31 0 5 7 20 24 32 1 3 16 17 36 12 14 25 26 35 38 11 22 18 27 6 8 30 33 34 15 19 9 21 23 28 29 37 2 4]
4	:invoke	:read	nil
4	:ok	:read	[16 15 0 2 4 10 11 19 26 34 1 3 7 13 17 37 5 6 18 22 23 25 27 32 36 38 14 28 29 35 8 24 30 31 9 12 20 21 33]
0	:invoke	:read	nil
0	:ok	:read	[6 11 16 19 21 27 32 18 26 34 1 5 7 8 14 17 23 25 28 30 33 36 0 10 20 37 38 3 4 13 15 29 31 35 2 9 12 22 24]
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
1	:invoke	:read	nil
1	:ok	:read	[30 32 4 11 16 12 14 15 26 31 5 10 25 38 3 22 8 9 19 27 39 2 6 36 20 29 17 34 35 0 7 18 21 23 24 28 33 1 13 37]
2	:invoke	:read	nil
2	:ok	:read	[6 22 38 7 9 18 19 23 25 1 5 13 14 32 37 39 4 11 15 17 29 31 33 12 21 28 30 34 8 10 26 35 0 2 27 3 16 20 24 36]
3	:invoke	:read	nil
3	:ok	:read	[26 35 38 11 22 25 27 6 8 18 33 34 15 19 30 21 23 28 29 37 2 4 9 13 31 0 5 10 20 24 32 1 3 7 16 17 39 12 14 36]
4	:invoke	:broadcast	40
4	:ok	:broadcast	40
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
0	:invoke	:broadcast	42
0	:ok	:broadcast	42
1	:invoke	:broadcast	43
1	:ok	:broadcast	43
2	:invoke	:broadcast	44
2	:ok	:broadcast	44
3	:invoke	:read	nil
3	:ok	:read	[16 17 41 39 12 14 36 26 35 38 11 22 25 27 40 42 6 8 18 33 34 15 19 30 21 23 28 29 37 2 4 9 43 44 13 31 0 5 10 20 24 32 1 3 7]
4	:invoke	:read	nil
4	:ok	:read	[8 24 30 31 9 12 20 21 33 41 16 43 0 2 4 10 11 15 42 34 1 3 7 13 17 19 26 37 5 6 18 22 23 39 25 27 32 36 38 40 44 14 28 29 35]
0	:invoke	:broadcast	45
0	:ok	:broadcast	45
0	:invoke	:broadcast	46
0	:ok	:broadcast	46
1	:invoke	:read	nil
1	:ok	:read	[14 15 26 31 41 5 10 12 46 38 40 3 22 25 9 19 27 39 45 2 6 8 20 29 36 34 35 43 0 7 17 21 23 24 28 33 1 13 18 37 42 44 32 4 11 30 16]
2	:invoke	:read	nil
2	:ok	:read	[22 38 6 9 18 19 23 25 7 5 13 14 32 37 39 1 11 15 17 29 31 33 42 4 21 28 30 34 12 10 26 35 41 45 8 2 27 44 46 0 16 20 24 36 40 43 3]
3	:invoke	:read	nil
