0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:read	nil
1	:ok	:read	[0]
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:broadcast	1
3	:ok	:broadcast	1
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
1	:invoke	:read	nil
1	:ok	:read	[0 1]
2	:invoke	:read	nil
2	:ok	:read	[0 1]
3	:invoke	:broadcast	2
3	:ok	:broadcast	2
4	:invoke	:broadcast	3
4	:ok	:broadcast	3
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
1	:invoke	:read	nil
1	:ok	:read	[2 3 4 5 0 1]
2	:invoke	:broadcast	6
2	:ok	:broadcast	6
3	:invoke	:read	nil
3	:ok	:read	[5 6 0 1 2 3 4]
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
1	:invoke	:read	nil
1	:ok	:read	[0 3 4 8 7 9 1 2 5 6]
2	:invoke	:read	nil
2	:ok	:read	[6 9 3 5 2 4 7 8 0 1]
3	:invoke	:broadcast	10
3	:ok	:broadcast	10
4	:invoke	:read	nil
4	:ok	:read	[5 7 9 10 1 3 4 8 0 2 6]
0	:invoke	:read	nil
0	:ok	:read	[3 6 7 5 8 9 10 0 1 2 4]
0	:invoke	:read	nil
0	:ok	:read	[2 4 5 8 9 10 0 1 7 3 6]
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
2	:invoke	:broadcast	12
2	:ok	:broadcast	12
3	:invoke	:broadcast	13
3	:ok	:broadcast	13
4	:invoke	:broadcast	14
4	:ok	:broadcast	14
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	[1 8 10 11 7 13 14 0 2 4 5 9 3 6 12]
1	:ok	:read	[0 4 14 1 2 5 7 9 10 11 3 8 12 6 13]
1	:invoke	:broadcast	15
1	:ok	:broadcast	15
2	:invoke	:read	nil
2	:ok	:read	[1 4 8 10 14 3 6 13 15 0 2 7 12 5 9 11]
3	:invoke	:broadcast	16
3	:ok	:broadcast	16
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[17 7 13 4 5 9 14 15 16 0 2 12 3 6 10 11 1 8]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
1	:invoke	:read	nil
1	:ok	:read	[0 4 14 15 10 11 18 1 2 5 7 9 3 8 12 6 13 16 17]
2	:invoke	:broadcast	19
2	:ok	:broadcast	19
3	:invoke	:read	nil
3	:ok	:read	[11 16 15 1 5 13 14 8 9 10 17 0 2 4 6 19 3 7 12 18]
4	:invoke	:read	nil
4	:ok	:read	[6 8 19 0 7 11 13 15 17 4 12 14 16 18 2 3 5 9 10 1]
0	:invoke	:read	nil
0	:ok	:read	[11 19 1 8 10 18 7 13 17 5 9 14 15 16 0 2 4 3 6 12]
0	:invoke	:read	nil
0	:ok	:read	[4 5 9 14 15 16 0 2 12 3 6 10 11 19 1 8 17 18 7 13]
1	:invoke	:broadcast	20
1	:ok	:broadcast	20
2	:invoke	:broadcast	21
2	:ok	:broadcast	21
3	:invoke	:broadcast	22
3	:ok	:broadcast	22
4	:invoke	:broadcast	23
4	:ok	:broadcast	23
0	:invoke	:read	nil
0	:ok	:read	[7 13 17 18 15 16 0 2 4 5 9 14 3 6 12 20 22 23 1 8 10 11 19 21]
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
1	:invoke	:read	nil
1	:ok	:read	[3 8 12 21 22 6 13 16 17 20 0 4 14 15 24 10 11 18 1 2 5 7 9 19 23]
2	:invoke	:read	nil
2	:ok	:read	[24 0 2 7 12 20 19 23 5 9 11 16 17 18 21 22 1 4 8 10 14 3 6 13 15]
3	:invoke	:broadcast	25
3	:ok	:broadcast	25
4	:invoke	:read	nil
4	:ok	:read	[4 7 11 13 15 17 24 2 12 14 16 18 20 25 1 3 5 9 10 21 23 0 6 8 19 22]
0	:invoke	:read	nil
0	:ok	:read	[13 17 18 25 7 2 4 5 9 14 15 16 0 6 12 20 22 24 3 8 10 11 19 21 23 1]
0	:invoke	:read	nil
0	:ok	:read	[15 16 0 2 4 5 9 14 3 6 12 20 22 24 23 1 8 10 11 19 21 7 13 17 18 25]
1	:invoke	:broadcast	26
1	:ok	:broadcast	26
2	:invoke	:broadcast	27
2	:ok	:broadcast	27
3	:invoke	:read	nil
3	:ok	:read	[7 12 11 20 1 5 13 15 21 4 17 26 3 18 25 27 16 14 19 22 0 2 6 8 9 10 23 24]
4	:invoke	:broadcast	28
4	:ok	:broadcast	28
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[14 0 2 4 12 20 24 11 28 1 8 10 18 25 7 13 17 16 27 5 9 15 29 3 6 22 26 19 21 23]
1	:invoke	:read	nil
1	:ok	:read	[11 23 27 28 1 5 9 10 8 25 26 22 6 17 20 21 0 14 15 2 7 18 19 3 12 13 16 29 4 24]
2	:invoke	:read	nil
2	:ok	:read	[9 16 17 19 23 4 14 21 22 28 13 15 7 20 25 26 5 11 27 1 8 10 18 3 6 29 0 2 12 24]
3	:invoke	:read	nil
3	:ok	:read	[17 26 4 18 25 27 28 29 3 16 14 2 6 8 9 10 19 22 0 24 23 12 7 20 11 5 13 15 21 1]
4	:invoke	:broadcast	30
4	:ok	:broadcast	30
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 14 12 20 24 30 1 8 10 11 28 7 13 17 18 25 5 9 15 16 27 3 6 22 29 19 21 23 26]
0	:invoke	:read	nil
0	:ok	:read	[14 0 2 4 12 20 24 11 28 30 1 8 10 18 25 7 13 17 16 27 5 9 15 29 3 6 22 26 19 21 23]
1	:invoke	:broadcast	31
1	:ok	:broadcast	31
2	:invoke	:broadcast	32
2	:ok	:broadcast	32
3	:invoke	:broadcast	33
3	:ok	:broadcast	33
4	:invoke	:read	nil
4	:ok	:read	[15 29 32 11 14 16 20 25 12 3 5 9 21 28 1 8 19 26 27 30 6 7 13 17 24 4 18 2 23 31 33 10 22 0]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 14 12 20 24 32 30 1 8 10 11 28 7 13 17 18 25 33 5 9 15 16 27 3 6 22 29 19 21 23 26 31]
0	:invoke	:read	nil
0	:ok	:read	[20 24 32 12 8 10 11 28 30 1 13 17 18 25 7 9 15 16 27 33 5 6 22 29 3 21 23 26 31 19 2 4 14 0]
1	:invoke	:read	nil
1	:ok	:read	[0 14 15 2 7 18 19 33 3 12 30 31 13 16 29 4 24 27 28 1 5 9 10 11 23 8 25 26 32 6 17 20 21 22]
2	:invoke	:read	nil
2	:ok	:read	[26 7 20 25 32 5 11 27 18 31 33 1 8 10 3 6 29 24 0 2 12 19 23 9 16 17 22 28 30 4 14 21 13 15]
3	:invoke	:read	nil
3	:ok	:read	[1 5 13 15 21 4 17 26 29 3 18 25 27 28 16 31 14 10 19 22 0 2 6 8 9 23 24 7 12 30 11 20 32 33]
4	:invoke	:broadcast	34
4	:ok	:broadcast	34
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[6 22 29 3 21 23 26 31 19 2 4 14 35 0 20 24 32 12 8 10 11 28 30 1 13 17 18 25 34 7 9 15 16 27 33 5]
1	:invoke	:broadcast	36
1	:ok	:broadcast	36
2	:invoke	:broadcast	37
2	:ok	:broadcast	37
3	:invoke	:read	nil
3	:ok	:read	[25 27 28 29 3 18 36 16 31 14 6 8 9 10 19 22 0 2 35 23 24 30 7 12 32 33 11 20 13 15 21 34 1 5 26 37 4 17]
4	:invoke	:broadcast	38
4	:ok	:broadcast	38
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
1	:invoke	:read	nil
2	:invoke	:broadcast	41
1	:ok	:read	[6 17 20 21 22 37 0 14 15 34 38 2 7 18 19 33 36 39 3 12 30 31 13 16 29 35 4 24 1 5 9 10 11 23 27 28 8 25 26 32 40]
2	:ok	:broadcast	41
3	:invoke	:broadcast	42
3	:ok	:broadcast	42
4	:invoke	:read	nil
4	:ok	:read	[29 32 34 36 42 11 15 16 20 25 40 12 14 5 9 21 28 39 1 3 19 26 27 30 35 41 6 8 13 17 24 4 7 37 2 18 31 33 10 23 38 0 22]
0	:invoke	:broadcast	43
0	:ok	:broadcast	43
0	:invoke	:broadcast	44
0	:ok	:broadcast	44
1	:invoke	:broadcast	45
1	:ok	:broadcast	45
2	:invoke	:broadcast	46
2	:ok	:broadcast	46
3	:invoke	:read	nil
