0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:broadcast	0
1	:ok	:broadcast	0
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:read	nil
3	:ok	:read	[0]
4	:invoke	:read	nil
4	:ok	:read	[0]
0	:invoke	:read	nil
0	:ok	:read	[0]
0	:invoke	:read	nil
0	:ok	:read	[0]
1	:invoke	:broadcast	1
1	:ok	:broadcast	1
2	:invoke	:read	nil
2	:ok	:read	[0 1]
3	:invoke	:read	nil
3	:ok	:read	[0 1]
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:read	nil
1	:ok	:read	[2 3 0 1]
2	:invoke	:broadcast	4
2	:ok	:broadcast	4
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4]
4	:invoke	:broadcast	5
4	:ok	:broadcast	5
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
1	:invoke	:broadcast	7
1	:ok	:broadcast	7
2	:invoke	:broadcast	8
2	:ok	:broadcast	8
3	:invoke	:broadcast	9
3	:ok	:broadcast	9
4	:invoke	:broadcast	10
4	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[5 8 10 0 3 4 6 7 9 1 2]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
1	:invoke	:broadcast	12
1	:ok	:broadcast	12
2	:invoke	:broadcast	13
2	:ok	:broadcast	13
3	:invoke	:broadcast	14
3	:ok	:broadcast	14
4	:invoke	:read	nil
4	:ok	:read	[13 14 1 2 3 7 4 5 9 10 0 6 8 11 12]
0	:invoke	:broadcast	15
1	:invoke	:read	nil
0	:ok	:broadcast	15
1	:ok	:read	[11 0 4 9 10 1 5 6 7 13 14 2 3 8 12]
1	:invoke	:read	nil
1	:ok	:read	[0 4 9 10 11 1 5 6 7 15 13 14 2 3 8 12]
2	:invoke	:read	nil
2	:ok	:read	[13 5 11 12 0 1 2 4 6 8 9 15 3 7 10 14]
3	:invoke	:read	nil
3	:ok	:read	[2 4 7 8 13 14 0 3 9 11 12 1 5 6 10 15]
4	:invoke	:read	nil
4	:ok	:read	[2 3 7 1 5 9 10 4 6 8 11 12 15 0 14 13]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
1	:invoke	:broadcast	18
1	:ok	:broadcast	18
2	:invoke	:broadcast	19
2	:ok	:broadcast	19
3	:invoke	:read	nil
3	:ok	:read	[2 4 7 8 13 14 17 18 0 3 9 11 12 16 19 1 5 6 10 15]
4	:invoke	:broadcast	20
4	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:read	nil
0	:ok	:read	[1 2 7 21 0 11 12 13 15 19 4 6 9 14 17 20 3 5 8 10 16 18]
1	:invoke	:broadcast	22
1	:ok	:broadcast	22
2	:invoke	:read	nil
2	:ok	:read	[13 19 20 5 11 16 18 9 12 0 1 2 4 6 8 15 21 22 3 7 10 14 17]
3	:invoke	:read	nil
3	:ok	:read	[20 8 13 14 17 18 16 19 0 3 9 11 12 1 5 6 10 15 2 4 7 21 22]
4	:invoke	:read	nil
4	:ok	:read	[1 2 3 7 16 19 21 4 5 9 10 17 18 0 6 8 11 12 15 13 14 20 22]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:read	nil
0	:ok	:read	[11 12 13 15 19 23 0 6 9 14 17 20 22 4 5 8 10 16 18 3 2 7 21 1]
1	:invoke	:broadcast	24
1	:ok	:broadcast	24
2	:invoke	:broadcast	25
2	:ok	:broadcast	25
3	:invoke	:read	nil
3	:ok	:read	[11 12 16 19 0 3 9 10 15 1 5 6 21 22 24 25 2 4 7 17 18 20 23 8 13 14]
4	:invoke	:read	nil
4	:ok	:read	[16 19 1 2 3 7 17 18 21 24 4 5 9 10 12 15 23 25 0 6 8 11 13 14 20 22]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:read	nil
